index	タイトル	2023-08-08	2023-08-09	2023-08-10	2023-08-11	2023-08-12	2023-08-13	2023-08-14	2023-08-15	2023-08-16	2023-08-17	2023-08-18	2023-08-19	2023-08-20	2023-08-21	2023-08-22	2023-08-23	2023-08-24	2023-08-25	2023-08-26	2023-08-27	2023-08-28	2023-08-29	2023-08-30	2023-08-31	2023-09-01	2023-09-02	2023-09-03	2023-09-04	2023-09-05	2023-09-06	2023-09-07	2023-09-08	2023-09-09	2023-09-10	2023-09-11	2023-09-12	2023-09-13	2023-09-14	2023-09-15	2023-09-16	2023-09-17	2023-09-18	2023-09-19	2023-09-20
https://youtu.be/B_P9NYh8Mbs	カントリー娘。に石川梨華モーニング娘。)「恋人は心の応援団」																						6463	11171	13477	15487	16831	18039	18996	19656	20264	20709	21175	21625	22141	22586	23036	23491	23896	24270	24638	25002	25335	25622	25904
https://youtu.be/_FO-ODiMt7Y	美勇伝「愛すクリ~ムとMyプリン」																						10085	15419	17877	20494	22279	24053	25416	26417	27333	28125	28846	29507	30430	31460	32299	33044	33830	34540	35152	35737	36204	36710	37157
https://youtu.be/ErjDrXUkg5c	美勇伝「紫陽花アイ愛物語」																						4541	6943	8081	9609	10588	11410	12045	12560	13057	13423	13774	14131	14599	15152	15575	15982	16367	16715	17033	17343	17605	17866	18135
https://youtu.be/tTTfYl6c4yQ	前田有紀「西新宿で逢ったひと」																									420	633	787	909	1011	1104	1185	1264	1356	1409	1460	1509	1553	1586	1621	1669	1696	1731	1756	1781
https://youtu.be/9_IkPgX6s1I	Wダブルユー)「Missラブ探偵」																									16679	26024	31878	36939	41938	46002	49220	52057	54336	56561	58570	60558	62852	64977	66767	68384	70139	71575	72889	74349
https://youtu.be/JVDi3O0B0gY	前田有紀「東京きりぎりす」																									1838	2465	2827	3100	3302	3483	3651	3789	3901	4014	4197	4299	4385	4490	4573	4648	4733	4805	4870	4917
https://youtu.be/o4gyi3maNZ0	前田有紀「ケンチャナ ~大丈夫~」																									803	1179	1425	1614	1753	1885	1988	2061	2127	2205	2287	2345	2410	2453	2505	2540	2586	2624	2662	2694
https://youtu.be/NeOmHgngobA	前田有紀「お前の涙を俺にくれ」																									461	660	791	884	966	1050	1116	1194	1248	1311	1365	1400	1437	1473	1502	1539	1573	1599	1622	1637
https://youtu.be/swrLMViG8y4	Wダブルユー)「待つわ」																									3960	6316	8378	9933	11171	12274	13184	13937	14567	15154	15727	16218	16725	17357	17857	18326	18759	19203	19631	19983
https://youtu.be/PL6jc2BhOMA	Wダブルユー)「愛の意味を教えて!」																									5762	9199	11526	13471	15015	16381	17357	18274	19039	19764	20493	21123	21731	22372	22892	23388	23864	24325	24771	25178
https://youtu.be/15Lyxlgg0KM	MilkyWay「アナタボシ」																									43542	62956	77126	92742	107891	122907	135781	148293	159090	171051	180307	188817	197861	206069	213340	219633	226069	232236	237964	243726
https://youtu.be/LrkmjJ-Y6nQ	月島きらり																									15091	19822	23112	25600	27970	30082	31867	33476	35004	36450	37474	38490	39504	40390	41203	41926	42699	43353	43981	44505
https://youtu.be/W_08zJfchxg	MilkyWay「タンタンターン!」																									22271	30976	36607	41336	45480	49779	52690	55387	57897	60786	62995	64876	67045	68734	70166	71630	73069	74556	75900	77164
https://youtu.be/ROXh0jEbst8	月島きらり																									25457	36891	44028	49211	53747	58442	62328	65772	68570	71400	73722	75798	77992	79925	81652	83096	84477	85810	87032	88262
https://youtu.be/W7S57nO8XAA	きら☆ぴか「ふたりはNS」																									16196	21497	24502	26763	28762	30846	32278	33511	34654	35717	36553	37327	38232	38935	39558	40122	40736	41299	41842	42319
https://youtu.be/AfDU1b8-yGw	平家みちよ「ムラサキシキブ」																									3898	5697	6851	7625	8384	9053	9727	10345	10924	11494	12147	12737	13212	13573	13886	14167	14492	14818	15109	15353
https://youtu.be/HgMjDXG668Q	前田有紀「さらさらの川」																									443	708	899	1020	1146	1259	1356	1405	1455	1516	1561	1600	1638	1679	1727	1752	1782	1806	1834	1854
https://youtu.be/fvyeVyERITg	Wダブルユー)「恋のバカンス」																									10819	16964	21458	26813	31010	35320	40139	43886	47118	50359	53008	55486	57957	60219	62089	63640	65104	66659	68245	69900
https://youtu.be/g7TTZGgNfaI	前田有紀「相愛太鼓」																									392	612	774	893	1059	1231	1361	1455	1542	1605	1671	1717	1759	1791	1834	1868	1904	1926	1952	1969
https://youtu.be/9nfWW9yRSdk	ハロプロ研修生「おへその国からこんにちは」																									36386	55486	64711	73262	78942	83883	87441	90630	94137	97225	99759	102124	104788	106858	108899	110661	112567	114245	115828	117266
https://youtu.be/QMKYDWkVMBo	Wダブルユー)「白い色は恋人の色」																									2415	3937	5023	5804	6501	7102	7547	7847	8121	8400	8713	9045	9376	9650	9899	10130	10327	10541	10731	10906
https://youtu.be/2BCj9si3FlM	Wダブルユー)「ロボキッス」																									46759	71163	102520	130577	146215	161725	176657	184142	189387	194377	198012	201588	206171	210830	215019	218562	222089	225192	227896	230949
https://youtu.be/JnIdkTnjCDs	平家みちよ「プロポーズ」																									2646	3681	4375	4854	5220	5591	5934	6265	6483	6718	7023	7266	7441	7646	7814	7958	8154	8289	8416	8524
https://youtu.be/2aGhK1IxnHo	Wダブルユー)「サウスポー」																									4550	7745	11101	13705	15163	16568	17645	18488	19131	19836	20858	22054	23238	24514	25430	26222	27033	27781	28542	29454
https://youtu.be/V_Zj7TVusl8	きら☆ぴか「はなをぷーん」																									15801	20615	23621	25867	28051	29998	31508	32827	33985	35232	36118	36907	37867	38620	39240	39782	40417	40975	41475	41950
https://youtu.be/SzitXKbqvmQ	月島きらり																									65950	98690	126735	156632	185063	216859	239423	260530	276859	292850	303876	313419	325312	333866	342991	350790	358019	364568	370190	376340
https://youtu.be/jq9WQIJwQmE	月島きらり																									18775	25124	29088	32292	35191	37736	40023	41944	43876	45657	47062	48375	49786	50914	52027	53020	53939	54858	55674	56476
https://youtu.be/YSd9dUs5foc	Wダブルユー)「恋のフーガ」																									4726	7514	9246	10953	13017	14535	15812	16738	17516	18201	18834	19401	20004	20542	21029	21442	21842	22248	22631	22975
https://youtu.be/CJq5XbhANHQ	Wダブルユー)「あぁ いいな!」																									8179	12777	15997	18619	20367	22165	23713	25084	26094	27026	27774	28587	29388	30141	30854	31422	31939	32466	32948	33399
https://youtu.be/3cvKkRQlwf0	Wダブルユー)「淋しい熱帯魚」																									6904	11185	15041	17311	19038	20706	21879	22863	23594	24364	25046	25807	26532	27345	27949	28588	29198	29726	30247	30726
https://youtu.be/IDvP5wIA5_w	前田有紀「釜山発」																									671	1027	1250	1478	1632	1793	1959	2056	2146	2248	2346	2427	2510	2575	2638	2711	2784	2844	2927	2981
https://youtu.be/xiQqcSwgENM	前田有紀「ミアネヨ ~ごめんなさい~」																									652	985	1198	1350	1485	1598	1707	1812	1885	1961	2034	2092	2151	2198	2246	2291	2339	2388	2415	2442
https://youtu.be/ExYhbwY_Vcs	月島きらり																									35340	50457	60364	69238	77759	85807	92317	98688	104059	109732	114045	118177	122641	126504	130133	133360	136482	139347	142219	145079
